gruppoPar,gender
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRAZIA PROLETARIA ,male
VERDE ,male
DEMOCRATICO CRISTIANO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
SINISTRA INDIPENDENTE ,male
LEGA NORD PADANIA ,male
COMUNISTA ,male
PARTITO DEMOCRATICO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
ITALIA DEI VALORI ,male
ITALIA DEI VALORI ,male
LEGA NORD PADANIA ,male
ITALIA DEI VALORI ,male
LEGA NORD PADANIA ,male
MISTO ,male
MISTO ,male
LEGA NORD PADANIA ,male
ITALIA DEI VALORI ,male
INIZIATIVA RESPONSABILE ,male
MISTO ,male
MISTO ,male
MISTO ,male
MISTO ,male
INIZIATIVA RESPONSABILE ,male
NUOVO CENTRODESTRA ,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
MOVIMENTO SOCIALE ITALIANO ,male
PARTITO DEMOCRATICO ,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
ITALIA DEI VALORI ,male
POPOLO DELLA LIBERTA' ,male
PARTITO SOCIALISTA ITALIANO ,male
LEGA NORD PADANIA ,male
LEGA NORD PADANIA ,male
LEGA NORD PADANIA ,male
LEGA NORD PADANIA ,male
POPOLO DELLA LIBERTA' ,male
LEGA NORD PADANIA ,male
INIZIATIVA RESPONSABILE ,male
LEGA NORD PADANIA ,male
UNIONE DI CENTRO ,male
POPOLO DELLA LIBERTA' ,male
LEGA NORD PADANIA ,male
POPOLO DELLA LIBERTA' ,male
POPOLO DELLA LIBERTA' ,male
POPOLO DELLA LIBERTA' ,male
INIZIATIVA RESPONSABILE ,male
MISTO ,male
POPOLO DELLA LIBERTA' ,male
DEMOCRAZIA SOLIDALE - CENTRO DEMOCRATICO ,male
SCELTA CIVICA PER L'ITALIA ,male
LEGA NORD PADANIA ,male
POPOLO DELLA LIBERTA' ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
POPOLO DELLA LIBERTA' ,male
MISTO ,male
LEGA NORD E AUTONOMIE ,male
LEGA NORD E AUTONOMIE ,male
SCELTA CIVICA PER L'ITALIA ,male
SCELTA CIVICA PER L'ITALIA ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
PER L'ITALIA ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
SCELTA CIVICA PER L'ITALIA ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
MISTO ,male
MISTO ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
MOVIMENTO 5 STELLE ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
SCELTA CIVICA PER L'ITALIA ,male
PARTITO DEMOCRATICO ,male
LEGA NORD E AUTONOMIE ,male
LEGA NORD E AUTONOMIE ,male
UNIONE DI CENTRO ,male
MOVIMENTO 5 STELLE ,male
SINISTRA ECOLOGIA LIBERTA' ,male
SCELTA CIVICA PER L'ITALIA ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
MISTO ,male
MISTO ,male
SCELTA CIVICA PER L'ITALIA ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PER L'ITALIA ,male
MISTO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
SCELTA CIVICA PER L'ITALIA ,male
MOVIMENTO 5 STELLE ,male
MISTO ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
MISTO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
SCELTA CIVICA PER L'ITALIA ,male
PER L'ITALIA ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
SCELTA CIVICA PER L'ITALIA ,male
PER L'ITALIA ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
MISTO ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
SINISTRA ECOLOGIA LIBERTA' ,male
SCELTA CIVICA PER L'ITALIA ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
LEGA NORD E AUTONOMIE ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
MISTO ,male
MOVIMENTO 5 STELLE ,male
LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI ,male
MOVIMENTO 5 STELLE ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
MOVIMENTO 5 STELLE ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
MOVIMENTO 5 STELLE ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE ,male
LEGA NORD E AUTONOMIE ,male
MOVIMENTO 5 STELLE ,male
MISTO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MISTO ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
SCELTA CIVICA PER L'ITALIA ,male
PER L'ITALIA ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
SINISTRA ECOLOGIA LIBERTA' ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MISTO ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
PARTITO DEMOCRATICO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
COMUNISTA ,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
COMUNISTA ,male
COMUNISTA ,male
COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
MSI-DESTRA NAZIONALE ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
MISTO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
MSI-DESTRA NAZIONALE ,male
COMUNISTA ,male
FEDERALISTA EUROPEO ,male
MSI-DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA - PDS ,male
PARTITO SOCIALISTA ITALIANO ,male
MISTO ,male
LEGA NORD ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
RIFONDAZIONE COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
COMUNISTA - PDS ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
VERDI ,male
LEGA NORD ,male
LEGA NORD ,male
RIFONDAZIONE COMUNISTA ,male
RIFONDAZIONE COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
LEGA NORD ,male
LEGA NORD ,male
COMUNISTA - PDS ,male
DEMOCRATICO CRISTIANO ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
VERDI ,male
REPUBBLICANO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
RIFONDAZIONE COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
REPUBBLICANO ,male
LEGA NORD ,male
REPUBBLICANO ,male
LEGA NORD ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
LEGA NORD ,male
RIFONDAZIONE COMUNISTA ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
REPUBBLICANO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA - PDS ,male
LEGA NORD ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA - PDS ,male
COMUNISTA - PDS ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
LEGA NORD ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
COMUNISTA - PDS ,male
COMUNISTA - PDS ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
COMUNISTA - PDS ,male
LEGA NORD ,male
LEGA NORD ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA - PDS ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA - PDS ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
VERDI ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
PARTITO LIBERALE ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
VERDI ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
COMUNISTA - PDS ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
RIFONDAZIONE COMUNISTA ,male
RIFONDAZIONE COMUNISTA ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
SINISTRA INDIPENDENTE ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
MISTO ,male
DEMOCRATICO CRISTIANO ,male
MISTO ,male
FEDERALISTA EUROPEO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
FEDERALISTA EUROPEO ,male
DEMOCRATICO CRISTIANO ,male
FEDERALISTA EUROPEO ,male
PARTITO LIBERALE ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA PROLETARIA ,male
MSI-DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
MSI-DESTRA NAZIONALE ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
MISTO ,male
MISTO ,male
SINISTRA ITALIANA - SINISTRA ECOLOGIA LIBERTA' - POSSIBILE ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
PARTITO DEMOCRATICO ,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
MISTO ,male
PARTITO DEMOCRATICO ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
MOVIMENTO 5 STELLE ,male
SCELTA CIVICA PER L'ITALIA ,male
MISTO ,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE ,male
MISTO ,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
PARTITO DEMOCRATICO ,male
SINISTRA ECOLOGIA LIBERTA' ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
MISTO ,male
SINISTRA ECOLOGIA LIBERTA' ,male
FORZA ITALIA - IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
SINISTRA ECOLOGIA LIBERTA' ,male
PARTITO DEMOCRATICO ,male
SINISTRA ECOLOGIA LIBERTA' ,male
PARTITO DEMOCRATICO ,male
SINISTRA ECOLOGIA LIBERTA' ,male
MISTO ,male
SINISTRA ECOLOGIA LIBERTA' ,male
NUOVO CENTRODESTRA ,male
FRATELLI D'ITALIA ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
LEGA NORD E AUTONOMIE ,male
MISTO ,male
PARTITO COMUNISTA ITALIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
COMUNISTA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
MISTO ,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA ,male
SINISTRA ECOLOGIA LIBERTA' ,male
SINISTRA ECOLOGIA LIBERTA' ,male
MISTO ,male
COMUNISTA - PDS ,male
LEGA NORD ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
LEGA NORD ,male
LEGA NORD ,male
PARTITO SOCIALISTA ITALIANO ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
LEGA NORD ,male
COMUNISTA - PDS ,male
MISTO ,male
RIFONDAZIONE COMUNISTA ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
DEMOCRATICO CRISTIANO ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
PARTITO SOCIALISTA ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
COMUNISTA - PDS ,male
CENTRO CRISTIANO DEMOCRATICO ,male
LEGA NORD ,male
COMUNISTA - PDS ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA - PDS ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA - PDS ,male
COMUNISTA - PDS ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA - PDS ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
LEGA NORD ,male
LEGA NORD ,male
VERDI ,male
RIFONDAZIONE COMUNISTA ,male
LEGA NORD ,male
COMUNISTA - PDS ,male
COMUNISTA - PDS ,male
PARTITO SOCIALISTA ITALIANO ,male
MISTO ,male
LEGA NORD ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
LEGA NORD ,male
RIFONDAZIONE COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
RIFONDAZIONE COMUNISTA ,male
PARTITO LIBERALE ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
RIFONDAZIONE COMUNISTA ,male
LEGA NORD ,male
PARTITO LIBERALE ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA - PDS ,male
LEGA NORD ,male
LEGA NORD ,male
LEGA NORD ,male
RIFONDAZIONE COMUNISTA ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA - PDS ,male
RIFONDAZIONE COMUNISTA ,male
LEGA NORD ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
COMUNISTA - PDS ,male
PARTITO SOCIALISTA ITALIANO ,male
LEGA NORD ,male
REPUBBLICANO ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
LEGA NORD ,male
LEGA NORD ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
REPUBBLICANO ,male
VERDI ,male
DEMOCRATICO CRISTIANO ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
MISTO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
VERDI ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
LEGA NORD ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
COMUNISTA - PDS ,male
DEMOCRATICO CRISTIANO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
LEGA NORD ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
VERDI ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
FEDERALISTA EUROPEO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
MISTO ,male
REPUBBLICANO ,male
DEMOCRATICO CRISTIANO ,male
LEGA NORD ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
LEGA NORD ,male
LEGA NORD ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA - PDS ,male
PARTITO LIBERALE ITALIANO ,male
MISTO ,male
LEGA NORD ,male
DEMOCRATICO CRISTIANO ,male
PARTITO LIBERALE ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
RIFONDAZIONE COMUNISTA ,male
PARTITO REPUBBLICANO ,male
PARTITO DEMOCRATICO ITALIANO ,male
PARTITO COMUNISTA ITALIANO ,male
PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO SOCIALISTA ITALIANO ,male
PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRAZIA CRISTIANA ,male
PARTITO COMUNISTA ITALIANO ,male
COMUNISTA ,male
DEMOCRAZIA CRISTIANA ,male
DEMOCRATICO CRISTIANO ,male
PARTITO LIBERALE ITALIANO ,male
COMUNISTA - PDS ,male
PARTITO SOCIALISTA ITALIANO ,male
COMUNISTA - PDS ,male
RIFONDAZIONE COMUNISTA ,male
PARTITO SOCIALISTA ITALIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA - PDS ,male
AUTONOMISTA ,male
DEMOCRATICO CRISTIANO ,male
DEMOCRATICO CRISTIANO ,male
COMUNISTA - PDS ,male
VERDI ,male
COMUNISTA - PDS ,male
DEMOCRATICO CRISTIANO ,male
RIFONDAZIONE COMUNISTA ,male
COMUNISTA ,male
FEDERALISTA EUROPEO ,male
COMUNISTA - PDS ,male
MISTO ,male
COMUNISTA - PDS ,male
RIFONDAZIONE COMUNISTA ,male
MSI-DESTRA NAZIONALE ,male
RIFONDAZIONE COMUNISTA ,male
DEMOCRATICO CRISTIANO ,male
RIFONDAZIONE COMUNISTA ,male
PARTITO DEMOCRATICO DELLA SINISTRA ,male
MOVIMENTO PER LA DEMOCRAZIA: LA RETE ,male
FORZA ITALIA ,male
PARTITO POPOLARE ITALIANO ,male
MISTO ,male
CENTRO CRISTIANO DEMOCRATICO ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
MISTO ,male
PROGRESSISTI - FEDERATIVO ,male
MISTO ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
PROGRESSISTI - FEDERATIVO ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
CENTRO CRISTIANO DEMOCRATICO ,male
FORZA ITALIA ,male
LEGA NORD ,male
LEGA NORD ,male
ALLEANZA NAZIONALE - MSI ,male
CENTRO CRISTIANO DEMOCRATICO ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
PARTITO SOCIALISTA ITALIANO ,male
LEGA ITALIANA FEDERALISTA ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
FEDERALISTI E LIBERALDEMOCRATICI ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
LEGA NORD ,male
FORZA ITALIA ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
FORZA ITALIA ,male
PARTITO POPOLARE ITALIANO ,male
FORZA ITALIA ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
LEGA NORD ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
LEGA NORD ,male
PROGRESSISTI - FEDERATIVO ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
LEGA NORD ,male
FORZA ITALIA ,male
I DEMOCRATICI ,male
LEGA NORD ,male
PROGRESSISTI - FEDERATIVO ,male
PROGRESSISTI - FEDERATIVO ,male
FORZA ITALIA ,male
MISTO ,male
PROGRESSISTI - FEDERATIVO ,male
PARTITO POPOLARE ITALIANO ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
MISTO ,male
PARTITO POPOLARE ITALIANO ,male
FORZA ITALIA ,male
PROGRESSISTI - FEDERATIVO ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
MISTO ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
ALLEANZA NAZIONALE - MSI ,male
FORZA ITALIA ,male
LEGA ITALIANA FEDERALISTA ,male
PARTITO POPOLARE ITALIANO ,male
LEGA NORD ,male
FORZA ITALIA ,male
ALLEANZA NAZIONALE - MSI ,male
MISTO ,male
PROGRESSISTI - FEDERATIVO ,male
LEGA NORD ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
FORZA ITALIA ,male
CENTRO CRISTIANO DEMOCRATICO ,male
FORZA ITALIA ,male
LEGA ITALIANA FEDERALISTA ,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI ,male
